Latitude,Longitude,department (name),department (code),communes (code),Nom,Mois,Pression station,Température (°C),Précipitations dans les 24 dernières heures,Rafales sur une période
16.264,-61.516333,Guadeloupe,971,97101,LE RAIZET AERO,2,101335.0,21.05000000000001,3.0,1.0
16.264,-61.516333,Guadeloupe,971,97101,LE RAIZET AERO,3,101270.0,22.400000000000038,0.0,1.5
16.264,-61.516333,Guadeloupe,971,97101,LE RAIZET AERO,11,101250.0,25.0,0.2,3.6
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,1,101571.69836956522,8.805434782608717,1459.4,5.537092391304348
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,2,102062.0324005891,10.514874815905765,912.4,5.4122238586156115
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,3,101695.64885496184,11.120763358778648,526.3,5.545038167938931
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,4,101360.91858037579,13.6096033402923,1116.7,5.097703549060543
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,5,101328.13524590163,17.18954918032789,899.3,5.4387295081967215
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,6,101367.78887303852,21.577318116975775,1135.0,5.532382310984308
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,7,101305.64917127072,24.999309392265218,472.0,5.669889502762431
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,8,101344.93261455526,25.004312668463637,529.1,5.679649595687332
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,9,101588.37988826816,21.90991620111734,1147.9,5.7081005586592175
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,10,101448.06756756757,17.634594594594617,2003.7,5.559459459459459
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,11,101385.54149085794,13.623628691983145,3156.1,5.078340365682138
41.918,8.792667,Corse-du-Sud,2A,2A004,AJACCIO,12,101566.44137931034,10.91186206896554,1946.8,5.371724137931034
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,1,101667.79147982063,9.504708520179395,1632.9,5.369170403587444
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,2,101301.48055207026,9.237892095357614,2441.6,5.0306148055207025
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,3,101142.35294117648,10.819570135746629,2042.3,5.405542986425339
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,4,101345.82366589327,13.986542923433898,869.8,5.042807424593967
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,5,101361.12469437653,17.0029339853301,1562.9,4.800977995110024
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,6,101408.55932203389,21.427288135593244,492.2,4.95593220338983
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,7,101431.20370370371,23.56913580246916,157.9,5.110493827160494
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,8,101530.2354788069,23.120722135007874,81.5,4.967503924646782
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,9,101493.92592592593,19.85703703703706,1573.9,5.1117283950617285
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,10,101593.33714285714,16.61051428571431,2047.2,4.662628571428572
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,11,101545.53039332539,12.635637663885602,2200.2,5.17938021454112
41.918,8.792667,Corse-du-Sud,2a,2a004,AJACCIO,12,102307.92740046838,9.78512880562063,1793.8,5.0525761124121775
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,1,101466.07541899441,8.85614525139667,809.5,6.263547486033519
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,2,102040.31380753138,10.310251046025126,450.4,6.50794979079498
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,3,101578.1223628692,11.610759493670908,912.5,6.429324894514768
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,4,101354.13513513513,13.751891891891914,912.9,5.6613513513513505
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,5,101412.00626959247,17.802194357366794,640.9,5.799373040752351
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,6,101194.93589743589,21.54786324786327,1080.2,5.381623931623931
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,7,101244.5260663507,25.518246445497653,151.8,5.2213270142180095
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,8,101247.06051873199,26.18789625360233,44.5,5.811239193083574
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,9,101472.69720101781,21.771755725190864,666.2,5.738931297709924
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,10,101385.29157667387,17.220734341252722,2051.7,5.975593952483801
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,11,101114.52471482889,13.57984790874527,3674.5,5.942395437262357
42.540667,9.485167,Haute-Corse,2B,2B148,BASTIA,12,101571.48580968281,10.490150250417386,924.5,6.090818030050084
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,1,101545.76650943396,9.287500000000023,1491.1,6.376415094339622
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,2,101250.61403508772,9.224436090225586,3704.5,5.8847117794486214
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,3,101085.93356242841,10.939747995418122,1824.9,5.8999999999999995
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,4,101269.72857142857,14.012285714285738,1073.9,4.9281428571428565
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,5,101294.27236315087,17.7495327102804,1366.9,5.076101468624833
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,6,101313.38514680484,22.484801381692595,290.8,4.433333333333334
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,7,101349.05785123968,24.70743801652895,69.9,4.697520661157025
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,8,101465.91289782245,24.610887772194328,49.8,4.704187604690118
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,9,101428.03170409512,20.757859973579944,752.4,5.091545574636724
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,10,101556.70644391408,16.610143198090714,2554.7,4.671479713603818
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,11,101517.01776649746,12.70799492385789,1664.5,5.523857868020305
42.540667,9.485167,Haute-Corse,2b,2b148,BASTIA,12,102262.17444717445,9.85761670761673,1840.9,5.075798525798525
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,1,101424.22641509434,8.807735849056627,2481.9,9.561635220125787
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,2,101336.8745716244,9.876079506511331,1879.3,8.650651130911584
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,3,101104.45328031809,11.483101391650123,2427.7,9.475414181577204
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,4,100971.95454545454,14.044696969696991,3665.2,7.988484848484848
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,5,101060.79910380881,17.68603435399554,1707.3,8.892755787901418
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,6,101036.3080495356,22.058823529411786,1221.3,7.630263157894737
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,7,101107.31060606061,25.202727272727294,421.1,8.253030303030304
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,8,101168.82625482626,24.642471042471065,730.9,7.716061776061776
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,9,101266.5306122449,20.934891375905224,1888.5,7.607241606319947
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,10,101191.44194756554,16.48789013732836,5275.8,7.416916354556804
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,11,101172.77741300066,12.325541694024974,1860.6,8.122061720288903
42.737167,2.872833,Pyrénées-Orientales,66,66136,PERPIGNAN,12,101634.70404984424,9.836137071651113,1278.8,7.4802492211838
43.005333,1.106833,Ariège,09,09289,ST GIRONS,1,97194.73124002128,4.777115486961172,5817.3,4.879723257051623
43.005333,1.106833,Ariège,09,09289,ST GIRONS,2,97013.65088757397,6.3967455621302,5451.1,5.283372781065088
43.005333,1.106833,Ariège,09,09289,ST GIRONS,3,96890.23931623931,8.210313390313413,4185.9,5.422905982905983
43.005333,1.106833,Ariège,09,09289,ST GIRONS,4,96720.27686222809,11.366974291364558,4599.3,4.669479235332894
43.005333,1.106833,Ariège,09,09289,ST GIRONS,5,96885.59310801855,14.264744864148467,5968.1,4.710801855533466
43.005333,1.106833,Ariège,09,09289,ST GIRONS,6,96911.55913978495,18.198387096774216,3773.5,4.168010752688172
43.005333,1.106833,Ariège,09,09289,ST GIRONS,7,97028.20941759604,20.435439900867433,3520.5,4.367410161090459
43.005333,1.106833,Ariège,09,09289,ST GIRONS,8,97033.79682539683,20.1017777777778,3117.8,4.171492063492064
43.005333,1.106833,Ariège,09,09289,ST GIRONS,9,97109.26349206349,16.633968253968277,3896.9,4.081968253968254
43.005333,1.106833,Ariège,09,09289,ST GIRONS,10,96922.72959183673,12.74387755102043,4098.7,4.164349489795918
43.005333,1.106833,Ariège,09,09289,ST GIRONS,11,96886.75937904269,8.188809831824086,5002.6,4.245213454075032
43.005333,1.106833,Ariège,09,09289,ST GIRONS,12,97342.54826254827,6.107611693326001,5277.6,4.586265857694429
43.079333,5.940833,Var,83,83153,CAP CEPET,1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784
43.079333,5.940833,Var,83,83153,CAP CEPET,2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667
43.079333,5.940833,Var,83,83153,CAP CEPET,3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365
43.079333,5.940833,Var,83,83153,CAP CEPET,4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478
43.079333,5.940833,Var,83,83153,CAP CEPET,5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095
43.079333,5.940833,Var,83,83153,CAP CEPET,6,99934.0658436214,21.76436213991772,931.3,8.11440329218107
43.079333,5.940833,Var,83,83153,CAP CEPET,7,99883.23767476085,24.585798381162647,349.0,8.789403973509934
43.079333,5.940833,Var,83,83153,CAP CEPET,8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284
43.079333,5.940833,Var,83,83153,CAP CEPET,9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054
43.079333,5.940833,Var,83,83153,CAP CEPET,10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194
43.079333,5.940833,Var,83,83153,CAP CEPET,11,99865.013239188,12.675463371579898,3431.6,10.236010591350396
43.079333,5.940833,Var,83,83153,CAP CEPET,12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822
43.188,0.0,Hautes-Pyrénées,65,65284,TARBES-OSSUN,12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,6,101065.25796661609,22.8677541729894,902.2,7.598330804248862
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,7,101091.06803218726,25.738112655449918,372.5,7.680102414045355
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,8,101187.00220426157,24.96473181484205,836.0,7.378177810433505
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,9,101299.34712346477,20.76024563671625,1887.5,7.354621848739496
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,10,101268.65966646078,16.25268684373072,4455.7,7.661087090796788
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,11,101248.69001297017,11.854734111543474,5173.7,7.688391699092088
43.437667,5.216,Bouches-du-Rhône,13,13054,MARIGNANE,12,101713.79396984924,8.855150753768868,2000.3,6.4502512562814065
43.577,3.963167,Hérault,34,34154,MONTPELLIER,1,101835.12077294686,7.52746721877159,2668.2,7.061766735679779
43.577,3.963167,Hérault,34,34154,MONTPELLIER,2,101720.56215360253,8.874188440221717,1456.0,7.100079176563737
43.577,3.963167,Hérault,34,34154,MONTPELLIER,3,101507.46031746031,10.872940287226024,2228.0,7.453061224489796
43.577,3.963167,Hérault,34,34154,MONTPELLIER,4,101412.79109589041,13.713356164383583,1872.3,7.036301369863013
43.577,3.963167,Hérault,34,34154,MONTPELLIER,5,101438.10104529616,17.505052264808384,1694.2,7.340592334494773
43.577,3.963167,Hérault,34,34154,MONTPELLIER,6,101418.45248107653,21.905214465937785,1113.3,6.540958788898234
43.577,3.963167,Hérault,34,34154,MONTPELLIER,7,101466.05691056911,24.715203252032545,746.9,6.511707317073171
43.577,3.963167,Hérault,34,34154,MONTPELLIER,8,101548.09966216216,24.078969594594618,701.4,5.978378378378378
43.577,3.963167,Hérault,34,34154,MONTPELLIER,9,101642.01183431952,20.082840236686415,1629.7,6.32396449704142
