code_cluster,code_insee_centre_zone_emploi,nom_standard,latitude_centre,longitude_centre,nearest_meteo_station
130,30189,Aigaliers,43.8905593220339,4.284161016949152,34154
131,34172,Aigues-Mortes,43.68304069767442,3.7066569767441857,34154
132,30028,Aiguèze,44.16298076923077,4.553826923076923,26198
133,30007,Alès,44.09542307692308,3.968865384615385,34154
134,32013,Anan,43.66635732647815,0.500082262210797,65284
135,82121,Bondigoux,43.858,1.5175,31069
136,65440,Villeneuve-Lécussan,43.5955,-0.0184423076923076,65284
137,82033,Castéron,43.94925,0.8472500000000001,31069
138,33227,Aillas,44.563875,-0.1810170454545454,33281
139,33529,Arcachon,44.36606060606061,-0.9961515151515152,33281
140,33240,Arcins,45.25775,-0.8943999999999999,33281
141,47157,Dieulivol,44.5196,0.0768,33281
142,34032,Abeilhan,43.484315315315314,3.1067027027027025,12145
143,34003,Adissan,43.43155555555556,3.444388888888889,34154
144,34301,Balaruc-les-Bains,43.46263636363636,3.6704545454545454,34154
145,35238,Acigné,48.113575,-1.7583562499999998,35281
146,35115,Val-Couesnon,48.379622222222224,-1.3052444444444444,35281
147,35360,Arbrissel,48.05780357142857,-1.2465178571428572,35281
148,35236,Bains-sur-Oust,47.73418181818182,-1.955590909090909,35281
149,56165,Les Brulais,47.951,-2.0821666666666667,35281
150,41194,Anjouin,47.33931428571429,1.7100428571428572,18033
151,37132,Arpheuilles,47.033551282051285,0.9809615384615384,37179
152,37261,Ambillou,47.35956024096385,0.6668132530120482,37179
153,37072,Anché,47.18959523809524,0.2470952380952381,37179
154,38053,Les Abrets en Dauphiné,45.57633684210527,5.376568421052632,69299
155,38185,Les Adrets,45.08146031746032,5.823111111111111,05046
156,38563,L'Albenc,45.30533846153846,5.419530769230769,69299
157,40192,Aire-sur-l'Adour,43.829218181818185,-0.4540909090909091,40192
158,40088,Amou,43.7154,-1.0059304347826088,40192
159,64102,Angresse,43.587944444444446,-1.3592222222222223,40192
160,47001,Arx,44.112,0.086,40192
161,64445,Bassercles,43.5615,-0.6615,40192
162,41269,Ambloy,47.8143595505618,0.9858876404494382,37179
163,41018,Angé,47.58059615384615,1.3471153846153845,37179
164,42218,Aboën,45.49250847457627,4.330983050847458,43062
165,42147,Ailleux,45.73672222222223,4.074044444444445,43062
166,42187,Ambierle,46.04890789473684,4.05925,63113
167,69243,Arcinges,46.105,4.315909090909091,69299
168,63430,Cervières,45.82421428571429,3.799357142857143,63113
169,44036,Abbaretz,47.666428571428575,-1.4469285714285716,35281
170,44109,Aigrefeuille-sur-Maine,47.221423529411766,-1.545435294117647,44150
171,49244,Ancenis-Saint-Géréon,47.45130769230769,-1.2093076923076924,44150
172,44131,Chaumes-en-Retz,47.1673125,-2.039875,44150
173,44184,Assérac,47.38588571428571,-2.2016,44150
174,85047,Legé,46.957,-1.7236,44150
175,85047.0,Touvois,46.80797297297297,-1.938108108108108,44150
176,49244.0,Trans-sur-Erdre,47.376,-1.0003,44150
177,44036.0,Treffieux,47.6115,-1.55025,44150
178,44109.0,Treillières,47.1725,-1.5349,44150
179,44184.0,Trignac,47.3315,-2.3475,44150
180,45155.0,Adon,47.68834782608696,2.611065217391304,18033
181,45208.0,Aillant-sur-Milleron,47.982697916666666,2.73521875,91027
182,45252.0,Andonville,48.159807692307695,2.2752435897435896,91027
183,45234.0,Ardon,47.9162,1.9114666666666664,91027
184,46042.0,Albas,44.51251111111112,1.3753555555555557,46127
185,46128.0,Albiac,44.83486363636364,1.7506727272727274,46127
186,12300.0,Assier,44.568445945945946,1.930108108108108,46127
187,47001.0,Agen,44.18343877551021,0.556734693877551,31069
188,47157.0,Agmé,44.468492063492064,0.2351507936507936,40192
189,47323.0,Allez-et-Cazeneuve,44.49867741935484,0.7382150537634409,46127
190,24037.0,Loubès-Bernac,44.7385,0.274,33281
191,48095.0,Albaret-le-Comtal,44.57922222222222,3.4375555555555555,43062
192,30007.0,Altier,44.3194705882353,3.888176470588236,34154
193,49328.0,Allonnes,47.25675555555556,-0.0924222222222222,86194
194,49007.0,Angers,47.48367164179104,-0.5228805970149254,44150
195,49331.0,Angrie,47.7252,-0.9834,35281
196,49099.0,Aubigné-sur-Layon,47.0778,-0.7622,44150
197,72154.0,Baugé-en-Anjou,47.67625,0.0158214285714285,37179
198,72264.0,Miré,47.88699999999999,-0.2512884615384615,61077
199,50502.0,Agneaux,49.135781609195405,-1.1346666666666665,14137
200,50147.0,Agon-Coutainville,49.13275757575758,-1.4455757575757575,50041
201,50218.0,Anctoville-sur-Boscq,48.84534782608696,-1.4504347826086956,35281
202,50129.0,Anneville-en-Saire,49.51157777777778,-1.5202666666666669,50041
203,50025.0,Aucey-la-Plaine,48.68233663366337,-1.2173663366336631,35281
204,14762.0,Beauficel,48.75355555555555,-0.9514444444444444,14137
205,61169.0,Ger,48.67791860465117,-0.5168488372093023,14137
206,51108.0,Ablancourt,49.0073947368421,4.586078947368421,51449
207,51230.0,Saint-Martin-d'Ablois,49.00934513274336,3.9150088495575215,51449
208,10323.0,Allemanche-Launay-et-Soyer,48.72344339622642,3.733009433962264,10030
209,52448.0,Alliancelles,48.59106511627907,4.8629255813953485,10030
210,51454.0,Aougny,49.24919852941176,3.9810882352941177,51449
211,52121.0,Ageville,48.034416216216215,5.374262162162163,54523
212,53130.0,Ahuillé,48.105717647058825,-0.8187294117647058,35281
213,53147.0,Alexain,48.31783695652174,-0.5145217391304348,61077
214,53062.0,Athée,47.84971875,-0.79746875,35281
215,61001.0,Boulay-les-Ifs,48.45091351351351,0.2167891891891891,61077
216,54395.0,Abaucourt,48.64221123595505,6.154694382022472,54523
217,57463.0,Abbéville-lès-Conflans,49.08674796747968,6.171711382113821,54523
218,57672.0,Affléville,49.3986,6.013073684210526,54523
219,57630.0,Amenoncourt,48.74752093023256,6.95853488372093,67212
220,88413.0,Ancerviller,48.36447272727273,6.920409090909091,67212
221,8409.0,Othe,49.46449253731343,5.251447761194029,51449
222,55029.0,Abainville,48.73077124183006,5.289843137254902,54523
223,55545.0,Abaucourt-Hautecourt,49.12527272727273,5.4448008658008655,54523
224,35236.0,Allaire,47.69204761904762,-2.195047619047619,35281
225,56260.0,Ambon,47.639183333333335,-2.61995,56009
226,56165.0,Augan,47.93246808510639,-2.388723404255319,35281
227,56007.0,Auray,47.59228571428572,-3.062892857142857,56009
228,56178.0,Baud,48.00881818181818,-2.9193863636363635,56009
229,56121.0,Berné,47.82557142857143,-3.3134,56009
230,22093.0,Brignac,48.1215,-2.4245,35281
231,29024.0,Le Croisty,48.0972,-3.4692,22168
232,29233.0,Guiscriff,48.0235,-3.5780000000000003,22168
233,57606.0,Achain,49.09896946564886,6.613,54523
234,57631.0,Achen,49.00954609929078,7.167205673758866,67212
235,57227.0,Alsting,49.14396666666666,6.8875,67212
236,58194.0,Achun,47.00448299319728,3.411986394557823,18033
237,58086.0,Alligny-Cosne,47.43381818181819,3.219363636363636,18033
238,89025.0,Alligny-en-Morvan,47.43602906976744,3.876523255813953,10030
239,71342.0,Avrée,46.44234848484849,4.120409090909091,63113
240,71014.0,Gien-sur-Cure,46.9387966101695,4.288372881355932,21473
241,89024.0,Surgy,47.833359223300974,3.65321359223301,10030
242,59122.0,Abancourt,50.14321621621622,3.286207207207207,59256
243,59606.0,Abscon,50.332088000000006,3.499584,59256
244,59392.0,Aibes,50.18608527131783,3.922403100775194,59256
245,59350.0,Aix-en-Pévèle,50.596947368421056,2.9881729323308277,59256
246,59178.0,Anhiers,50.33484507042253,3.125633802816901,59256
247,59183.0,Armbouts-Cappel,50.91274666666667,2.3844800000000004,59256
248,59295.0,Bavinchove,50.65726984126984,2.2119047619047616,80001
249,59599.0,Bondues,50.70381818181818,3.148727272727273,59256
250,62119.0,Estaires,50.52300917431192,2.522522935779816,59256
251,60057.0,Abancourt,49.47825153374233,2.00820245398773,80001
252,2722.0,Acy-en-Multien,49.18027419354839,2.904612903225807,91027
253,60175.0,Les Ageux,49.33928358208955,2.4842462686567166,91027
254,60159.0,Amy,49.50724309392265,2.857436464088398,91027
255,61006.0,Almenêches,48.74704054054054,-0.0539594594594594,61077
256,28280.0,Appenai-sous-Bellême,48.39009677419355,0.7133870967741935,61077
257,61214.0,Aube,48.73596923076924,0.4785076923076923,61077
258,14366.0,Aubry-le-Panthou,48.90388235294117,0.2264705882352941,61077
259,62498.0,Ablain-Saint-Nazaire,50.43508620689656,2.843172413793104,59256
260,62041.0,Ablainzevelle,50.23061637931035,2.6918448275862072,59256
261,62108.0,Airon-Notre-Dame,50.40494607843137,2.019088235294117,80001
262,62193.0,Alembon,50.86052941176471,1.9286078431372549,80001
263,62160.0,Alincthun,50.71027173913044,1.7749565217391303,80001
264,63113.0,Aigueperse,45.81547643979057,3.112560209424084,63113
265,63430.0,Aix-la-Fayette,45.65555208333333,3.635864583333333,63113
266,63178.0,Antoingt,45.49452525252525,3.179858585858585,63113
267,3185.0,Ars-les-Favets,46.09794117647058,2.761058823529412,63113
268,19275.0,Avèze,45.71997222222223,2.5909722222222222,63113
269,3310.0,Bas-et-Lezat,46.025625,3.35675,63113
270,64445.0,Aast,43.39405633802817,-0.3826866197183098,65284
271,64422.0,Abitain,43.2091963190184,-0.7710736196319019,40192
272,64102.0,Ahaxe-Alciette-Bascassan,43.300612903225804,-1.3181075268817204,40192
273,40088.0,Came,43.503,-1.02125,40192
274,40192.0,Moncla,43.581,-0.223,40192
275,65440.0,Adast,43.14094823529411,0.1736329411764705,65284
276,31483.0,Anla,43.0636,0.570225,09289
277,32013.0,Estampures,43.4592,0.4886,65284
278,66136.0,L'Albère,42.6073982300885,2.5572610619469027,66136
279,67482.0,Achenheim,48.57409389671361,7.506826291079812,67212
280,67462.0,Albé,48.29391666666666,7.451930555555555,67212
281,67180.0,Alteckendorf,48.87941463414634,7.776408536585365,67212
282,68066.0,Algolsheim,48.06491,7.32926,68042
283,68224.0,Altenach,47.75865294117647,7.184111764705882,68042
284,68297.0,Attenschwiller,47.5645054945055,7.381054945054945,68042
285,69243.0,Affoux,45.9901935483871,4.430258064516129,69299
286,69264.0,Aigueperse,46.12073076923077,4.622115384615385,69299
287,69123.0,Albigny-sur-Saône,45.7639756097561,4.739359756097561,69299
288,38544.0,Ampuis,45.4885,4.779999999999999,69299
289,42218.0,Aveize,45.687,4.4498125,69299
290,70550.0,Abelcourt,47.71131347962383,6.148153605015674,54523
291,25056.0,Achey,47.42868493150685,5.759958904109589,21473
292,90010.0,Amblans-et-Velotte,47.64275,6.809134146341464,68042
293,21231.0,Attricourt,47.52533333333333,5.403333333333333,21473
294,25388.0,Chavanne,47.543,6.723375,68042
295,71270.0,L'Abergement-de-Cuisery,46.430201612903225,4.7468145161290325,69299
296,71076.0,L'Abergement-Sainte-Colombe,46.75474626865671,4.842888059701493,21473
297,39198.0,Authumes,46.89422222222223,5.247222222222223,21473
298,71153.0,Ballore,46.683263157894736,4.415982456140351,21473
299,39300.0,Bantanges,46.65864,5.266660000000001,21473
300,21054.0,Change,46.931375,4.8318125,21473
301,72181.0,Aigné,47.988553333333336,0.1896,61077
302,72132.0,Avezé,48.076675,0.59695,61077
303,73065.0,Aiguebelette-le-Lac,45.55830909090909,5.977545454545455,69299
304,73011.0,Grand-Aigueblanche,45.57995588235294,6.511441176470589,05046
305,74010.0,Entrelacs,45.853275510204085,6.108622448979592,69299
306,73248.0,Albiez-le-Jeune,45.2966875,6.4229375,05046
307,38053.0,Avressieux,45.56345454545454,5.699363636363636,69299
308,1034.0,La Balme,45.76329411764706,5.7971764705882345,69299
309,74256.0,Cohennoz,45.8738,6.65125,05046
310,74281.0,Abondance,46.31427083333333,6.603916666666667,68042
311,74012.0,Amancy,46.13699999999999,6.185567307692308,69299
312,74081.0,Arâches-la-Frasse,46.078857142857146,6.554035714285715,05046
313,75056.0,Paris,48.82965573770492,2.390877049180328,91027
314,76758.0,Allouville-Bellefosse,49.61987878787879,0.6564747474747474,76116
315,76217.0,Ambrumesnil,49.80022959183673,1.0767295918367346,76116
316,76540.0,Amfreville-la-Mi-Voie,49.527875,1.1633194444444444,76116
317,76351.0,Ancretteville-sur-Mer,49.65172173913044,0.3525826086956521,76116
318,76255.0,Aubéguimont,49.964795698924725,1.5438709677419356,80001
319,77305.0,Achères-la-Forêt,48.31429245283019,2.7373207547169813,91027
320,77131.0,Amillis,48.81422222222222,3.191,91027
321,77288.0,Andrezel,48.57001408450704,2.8048028169014083,91027
322,77284.0,Annet-sur-Marne,48.96906862745098,2.9379705882352942,91027
323,77379.0,Augers-en-Brie,48.53025925925926,3.252456790123457,10030
324,77108.0,Bailly-Romainvilliers,48.79468115942029,2.7612318840579717,91027
325,91228.0,Cesson,48.55019117647059,2.4453676470588235,91027
326,93005.0,Claye-Souilly,49.03006896551724,2.4590919540229885,91027
327,78517.0,Ablis,48.611916666666666,1.844527777777778,91027
328,78586.0,Achères,48.96263636363636,1.8325289256198347,91027
329,78646.0,Adainville,48.805786407767,1.8522038834951453,91027
330,95127.0,Maurecourt,49.09475,2.0158416666666668,91027
331,79049.0,L'Absie,46.71135,-0.38485,86194
332,79191.0,Aiffres,46.281774647887325,-0.2804718309859155,86194
333,79329.0,Airvault,46.95942105263158,-0.0261052631578947,86194
334,86194.0,Messé,46.465717791411045,0.4450613496932515,86194
335,80001.0,Abbeville,50.09453012048192,1.8309096385542167,80001
336,2691.0,Ablaincourt-Pressoir,49.87970175438596,2.9610526315789474,59256
337,80021.0,Acheux-en-Amiénois,49.89048571428571,2.383476923076923,80001
338,81065.0,Aguts,43.59199130434782,2.2454869565217392,31069
339,81004.0,Alban,43.936455056179774,2.073331460674157,31069
340,31555.0,Bannières,43.68383333333333,1.6694166666666668,31069
341,82121.0,Beauvais-sur-Tescou,44.05088659793814,1.4788247422680412,31069
342,82033.0,Angeville,44.06013,0.9878,31069
343,6029.0,Les Adrets-de-l'Estérel,43.60633333333333,6.735777777777778,06088
344,83050.0,Aiguines,43.6145641025641,6.3860769230769225,83153
345,13001.0,Artigues,43.71876,5.5472,13054
346,83061.0,Bagnols-en-Forêt,43.4726,6.731400000000001,06088
347,83137.0,Bandol,43.178,6.010606060606061,83153
348,83023.0,Barjols,43.43463414634146,6.061170731707318,83153
349,4070.0,Brenon,43.7535,6.487,06088
350,83115.0,Cavalaire-sur-Mer,43.25183333333334,6.552333333333333,83153
351,4112.0,Ginasservis,43.68175,5.87825,83153
352,13055.0,Plan-d'Aups-Sainte-Baume,43.298,5.7305,83153
353,84007.0,Althen-des-Paluds,43.96638461538461,4.922846153846153,13054
354,84035.0,Apt,43.90048888888889,5.295888888888888,13054
355,84031.0,Aubignan,44.07737931034482,5.111034482758621,26198
356,84138.0,Beaumont-du-Ventoux,44.253565217391305,5.083,26198
357,84019.0,Bollène,44.27825,4.708,26198
358,84087.0,Caderousse,44.1685,4.8600625,26198
359,85092.0,L'Aiguillon-la-Presqu'île,46.48886868686869,-0.9472222222222224,17323
360,85191.0,Aizenay,46.69113333333333,-1.4638444444444445,44150
361,85194.0,Avrillé,46.52316666666667,-1.6203333333333334,17323
362,85146.0,Bazoges-en-Paillers,46.83525,-1.0656458333333334,44150
363,87154.0,Adriers,45.99616176470588,0.9289558823529412,87085
364,86066.0,Angles-sur-l'Anglin,46.82294,0.5575800000000001,86194
365,16015.0,Lizant,46.091,0.2594999999999999,86194
366,87085.0,Aixe-sur-Vienne,45.80592372881356,1.3503474576271186,87085
367,23096.0,Arnac-la-Poste,46.24557142857143,1.363357142857143,87085
368,19272.0,La Croisille-sur-Briance,45.626666666666665,1.655333333333333,87085
369,88160.0,Les Ableuvenettes,48.235804878048775,6.213384146341464,54523
370,88196.0,Basse-sur-le-Rupt,48.024,6.721489795918368,68042
371,89387.0,Arces-Dilo,48.19540196078431,3.280411764705882,10030
372,91223.0,Abbéville-la-Rivière,48.442515625,2.137828125,91027
373,91377.0,Angervilliers,48.65032258064517,2.217967741935484,91027
