code_cluster,code_insee_centre_zone_emploi,latitude_centre,longitude_centre,ville_principale
113,27681,49.243745454545454,1.4897272727272728,Vernon
114,76540,49.29410975609756,1.0644146341463414,Louviers
115,61214,48.805625,0.701875,Rugles
116,28085,48.412509933774835,1.5280132450331125,Chartres
117,28088,48.12580952380952,1.3054920634920635,Châteaudun
118,28280,48.41905882352941,0.9585098039215686,Nogent-le-Rotrou
119,45234,48.04362068965518,1.7211379310344825,Beauce la Romaine
120,29019,48.449141304347826,-4.4220434782608695,Brest
121,29233,47.8963125,-3.5799375,Quimperlé
122,29232,48.00368674698795,-4.180433734939759,Quimper
123,2A004,42.02224691358025,8.891061728395062,Ajaccio
124,2A249,41.699838709677415,9.005806451612903,Propriano
125,2A247,41.62,9.205250000000001,Porto-Vecchio
126,2B123,42.13816666666666,9.3834,Ghisonaccia
127,2B096,42.33296551724138,9.211189655172415,Corte
128,2B050,42.558527777777776,8.94125,Calvi
129,2B033,42.53538392857143,9.395928571428572,Bastia
130,30189,43.8905593220339,4.284161016949152,Nîmes
131,34172,43.68304069767442,3.7066569767441857,Montpellier
132,30028,44.16298076923077,4.553826923076923,Bagnols-sur-Cèze
133,30007,44.095423076923076,3.968865384615385,Alès
134,32013,43.66635732647815,0.500082262210797,Auch
135,82121,43.858000000000004,1.5175,Villemur-sur-Tarn
136,65440,43.5955,-0.018442307692307695,Riscle
137,82033,43.94925,0.8472500000000001,Saint-Antoine
138,33227,44.563875,-0.18101704545454547,Langon
139,33529,44.36606060606061,-0.9961515151515151,La Teste-de-Buch
140,33240,45.25775,-0.8943999999999999,Lesparre-Médoc
141,47157,44.519600000000004,0.07680000000000001,Lamothe-Landerron
142,34032,43.484315315315314,3.1067027027027025,Béziers
143,34003,43.431555555555555,3.444388888888889,Agde
144,34301,43.46263636363636,3.6704545454545454,Sète
145,35238,48.113575,-1.7583562499999998,Rennes
146,35115,48.379622222222224,-1.3052444444444444,Fougères
147,35360,48.05780357142857,-1.2465178571428572,Vitré
148,35236,47.73418181818182,-1.955590909090909,Redon
149,56165,47.951,-2.0821666666666667,Plélan-le-Grand
150,41194,47.33931428571429,1.7100428571428572,Romorantin-Lanthenay
151,37132,47.033551282051285,0.9809615384615384,Loches
152,37261,47.35956024096385,0.6668132530120482,Tours
153,37072,47.18959523809524,0.2470952380952381,Chinon
154,38053,45.57633684210527,5.376568421052632,Bourgoin-Jallieu
155,38185,45.08146031746032,5.823111111111111,Grenoble
156,38563,45.30533846153846,5.419530769230769,Voiron
157,40192,43.829218181818185,-0.4540909090909091,Mont-de-Marsan
158,40088,43.715399999999995,-1.0059304347826088,Dax
159,64102,43.587944444444446,-1.3592222222222223,Tarnos
160,47001,44.112,0.086,Arx
161,64445,43.561499999999995,-0.6615,Bonnegarde
162,41269,47.8143595505618,0.9858876404494382,Vendôme
163,41018,47.58059615384615,1.3471153846153845,Blois
164,42218,45.49250847457627,4.330983050847458,Saint-Étienne
165,42147,45.73672222222223,4.074044444444445,Montbrison
166,42187,46.04890789473684,4.05925,Roanne
167,69243,46.105,4.315909090909091,Belmont-de-la-Loire
168,63430,45.824214285714284,3.799357142857143,Noirétable
169,44036,47.666428571428575,-1.4469285714285716,Châteaubriant
170,44109,47.221423529411766,-1.545435294117647,Nantes
171,49244,47.45130769230769,-1.2093076923076924,Ancenis-Saint-Géréon
172,44131,47.1673125,-2.039875,Pornic
173,44184,47.38588571428571,-2.2016,Saint-Nazaire
174,85047,46.957,-1.7236,Machecoul-Saint-Même
175,85047.0,46.80797297297297,-1.938108108108108,Challans
176,49244.0,47.376,-1.0003,Mauges-sur-Loire
177,44036.0,47.6115,-1.55025,Vay
178,44109.0,47.1725,-1.5349,Vertou
179,44184.0,47.3315,-2.3475,Trignac
180,45155.0,47.68834782608696,2.611065217391304,Gien
181,45208.0,47.982697916666666,2.73521875,Montargis
182,45252.0,48.159807692307695,2.2752435897435896,Pithiviers
183,45234.0,47.9162,1.9114666666666666,Orléans
184,46042.0,44.51251111111112,1.3753555555555557,Cahors
185,46128.0,44.834863636363636,1.7506727272727274,Gramat
186,12300.0,44.568445945945946,1.9301081081081082,Figeac
187,47001.0,44.183438775510204,0.556734693877551,Agen
188,47157.0,44.468492063492064,0.23515079365079367,Marmande
189,47323.0,44.49867741935484,0.7382150537634409,Villeneuve-sur-Lot
190,24037.0,44.7385,0.274,Loubès-Bernac
191,48095.0,44.57922222222222,3.4375555555555555,Mende
192,30007.0,44.3194705882353,3.8881764705882356,Le Collet-de-Dèze
193,49328.0,47.25675555555556,-0.09242222222222221,Saumur
194,49007.0,47.48367164179104,-0.5228805970149254,Angers
195,49331.0,47.7252,-0.9833999999999999,Segré-en-Anjou Bleu
196,49099.0,47.077799999999996,-0.7622,Cholet
197,72154.0,47.676249999999996,0.015821428571428573,La Flèche
198,72264.0,47.88699999999999,-0.2512884615384615,Sablé-sur-Sarthe
199,50502.0,49.135781609195405,-1.1346666666666665,Saint-Lô
200,50147.0,49.13275757575758,-1.4455757575757575,Coutances
201,50218.0,48.84534782608696,-1.4504347826086956,Granville
202,50129.0,49.51157777777778,-1.5202666666666667,Cherbourg-en-Cotentin
203,50025.0,48.68233663366337,-1.2173663366336633,Avranches
204,14762.0,48.75355555555555,-0.9514444444444445,Sourdeval
205,61169.0,48.67791860465117,-0.5168488372093023,Flers
206,51108.0,49.0073947368421,4.586078947368421,Châlons-en-Champagne
207,51230.0,49.00934513274336,3.9150088495575224,Épernay
208,10323.0,48.72344339622642,3.7330094339622644,Sézanne
209,52448.0,48.59106511627907,4.8629255813953485,Saint-Dizier
210,51454.0,49.249198529411764,3.9810882352941177,Reims
211,52121.0,48.034416216216215,5.374262162162163,Chaumont
212,53130.0,48.105717647058825,-0.8187294117647058,Laval
213,53147.0,48.31783695652174,-0.5145217391304348,Mayenne
214,53062.0,47.84971875,-0.79746875,Château-Gontier-sur-Mayenne
215,61001.0,48.45091351351351,0.21678918918918919,Alençon
216,54395.0,48.64221123595505,6.1546943820224715,Nancy
217,57463.0,49.086747967479674,6.171711382113821,Metz
218,57672.0,49.3986,6.013073684210526,Thionville
219,57630.0,48.74752093023256,6.95853488372093,Sarrebourg
220,88413.0,48.36447272727273,6.920409090909091,Saint-Dié-des-Vosges
221,8409.0,49.46449253731343,5.251447761194029,Stenay
222,55029.0,48.73077124183006,5.289843137254902,Bar-le-Duc
223,55545.0,49.12527272727273,5.4448008658008655,Verdun
224,35236.0,47.69204761904762,-2.195047619047619,La Gacilly
225,56260.0,47.639183333333335,-2.6199500000000002,Vannes
226,56165.0,47.932468085106386,-2.388723404255319,Ploërmel
227,56007.0,47.592285714285715,-3.062892857142857,Auray
228,56178.0,48.00881818181818,-2.9193863636363635,Pontivy
229,56121.0,47.82557142857143,-3.3133999999999997,Lorient
230,22093.0,48.1215,-2.4245,Ménéac
231,29024.0,48.0972,-3.4692,Gourin
232,29233.0,48.0235,-3.5780000000000003,Guiscriff
233,57606.0,49.09896946564886,6.6129999999999995,Saint-Avold
234,57631.0,49.00954609929078,7.167205673758866,Sarreguemines
235,57227.0,49.143966666666664,6.8875,Forbach
236,58194.0,47.00448299319728,3.411986394557823,Nevers
237,58086.0,47.43381818181819,3.219363636363636,Cosne-Cours-sur-Loire
238,89025.0,47.43602906976744,3.8765232558139533,Avallon
239,71342.0,46.44234848484849,4.120409090909091,Paray-le-Monial
240,71014.0,46.9387966101695,4.288372881355932,Autun
241,89024.0,47.833359223300974,3.65321359223301,Auxerre
242,59122.0,50.14321621621622,3.286207207207207,Cambrai
243,59606.0,50.332088000000006,3.499584,Valenciennes
244,59392.0,50.18608527131783,3.922403100775194,Maubeuge
245,59350.0,50.596947368421056,2.9881729323308273,Lille
246,59178.0,50.33484507042253,3.125633802816901,Douai
247,59183.0,50.91274666666667,2.3844800000000004,Dunkerque
248,59295.0,50.65726984126984,2.2119047619047616,Hazebrouck
249,59599.0,50.70381818181818,3.148727272727273,Tourcoing
250,62119.0,50.52300917431192,2.5225229357798162,Béthune
251,60057.0,49.47825153374233,2.00820245398773,Beauvais
252,2722.0,49.18027419354839,2.904612903225807,Crépy-en-Valois
253,60175.0,49.33928358208955,2.4842462686567166,Creil
254,60159.0,49.50724309392265,2.857436464088398,Compiègne
255,61006.0,48.74704054054054,-0.05395945945945946,Argentan
256,28280.0,48.39009677419355,0.7133870967741935,Val-au-Perche
257,61214.0,48.735969230769236,0.47850769230769236,L'Aigle
258,14366.0,48.903882352941174,0.22647058823529412,Vimoutiers
259,62498.0,50.43508620689656,2.8431724137931034,Lens
260,62041.0,50.23061637931035,2.6918448275862072,Arras
261,62108.0,50.40494607843137,2.0190882352941175,Berck
262,62193.0,50.86052941176471,1.9286078431372549,Calais
263,62160.0,50.71027173913044,1.7749565217391303,Boulogne-sur-Mer
264,63113.0,45.81547643979057,3.112560209424084,Clermont-Ferrand
265,63430.0,45.65555208333333,3.6358645833333334,Thiers
266,63178.0,45.49452525252525,3.1798585858585855,Issoire
267,3185.0,46.097941176470584,2.761058823529412,Saint-Éloy-les-Mines
268,19275.0,45.719972222222225,2.5909722222222222,Messeix
269,3310.0,46.025625,3.35675,Randan
270,64445.0,43.39405633802817,-0.3826866197183098,Pau
271,64422.0,43.2091963190184,-0.7710736196319019,Oloron-Sainte-Marie
272,64102.0,43.300612903225804,-1.3181075268817204,Bayonne
273,40088.0,43.503,-1.02125,Puyoô
274,40192.0,43.581,-0.223,Moncla
275,65440.0,43.14094823529411,0.17363294117647057,Tarbes
276,31483.0,43.0636,0.570225,Loures-Barousse
277,32013.0,43.459199999999996,0.48860000000000003,Fontrailles
278,66136.0,42.6073982300885,2.5572610619469027,Perpignan
279,67482.0,48.57409389671361,7.506826291079812,Strasbourg
280,67462.0,48.29391666666666,7.451930555555555,Sélestat
281,67180.0,48.87941463414634,7.7764085365853655,Haguenau
282,68066.0,48.06491,7.3292600000000006,Colmar
283,68224.0,47.75865294117647,7.184111764705882,Mulhouse
284,68297.0,47.5645054945055,7.381054945054945,Saint-Louis
285,69243.0,45.9901935483871,4.430258064516129,Tarare
286,69264.0,46.12073076923077,4.622115384615385,Villefranche-sur-Saône
287,69123.0,45.7639756097561,4.739359756097561,Lyon
288,38544.0,45.4885,4.779999999999999,Condrieu
289,42218.0,45.687,4.4498125,Saint-Symphorien-sur-Coise
290,70550.0,47.711313479623826,6.148153605015674,Vesoul
291,25056.0,47.42868493150685,5.759958904109589,Gray
292,90010.0,47.64275,6.809134146341464,Belfort
293,21231.0,47.52533333333333,5.403333333333333,Lœuilley
294,25388.0,47.543,6.723375,Beaucourt
295,71270.0,46.430201612903225,4.7468145161290325,Mâcon
296,71076.0,46.75474626865671,4.842888059701493,Chalon-sur-Saône
297,39198.0,46.894222222222226,5.247222222222223,Pierre-de-Bresse
298,71153.0,46.683263157894736,4.415982456140351,Le Creusot
299,39300.0,46.65864,5.266660000000001,Louhans
300,21054.0,46.931375,4.8318125,Demigny
301,72181.0,47.988553333333336,0.18960000000000002,Le Mans
302,72132.0,48.076675,0.59695,La Ferté-Bernard
303,73065.0,45.55830909090909,5.977545454545455,Chambéry
304,73011.0,45.57995588235294,6.511441176470589,Albertville
305,74010.0,45.853275510204085,6.108622448979592,Annecy
306,73248.0,45.2966875,6.4229375,Saint-Jean-de-Maurienne
307,38053.0,45.56345454545454,5.699363636363636,Saint-Genix-les-Villages
308,1034.0,45.76329411764706,5.7971764705882345,Yenne
309,74256.0,45.8738,6.65125,Sallanches
310,74281.0,46.31427083333333,6.603916666666667,Thonon-les-Bains
311,74012.0,46.13699999999999,6.185567307692308,Annemasse
312,74081.0,46.078857142857146,6.554035714285715,Cluses
313,75056.0,48.82965573770492,2.390877049180328,Paris
314,76758.0,49.61987878787879,0.6564747474747474,Bolbec
315,76217.0,49.80022959183673,1.0767295918367346,Dieppe
316,76540.0,49.527875,1.1633194444444444,Rouen
317,76351.0,49.65172173913044,0.35258260869565217,Le Havre
318,76255.0,49.964795698924725,1.5438709677419356,Eu
319,77305.0,48.31429245283019,2.7373207547169813,Montereau-Fault-Yonne
320,77131.0,48.81422222222222,3.191,Coulommiers
321,77288.0,48.570014084507044,2.8048028169014083,Melun
322,77284.0,48.96906862745098,2.9379705882352942,Meaux
323,77379.0,48.53025925925926,3.252456790123457,Provins
324,77108.0,48.79468115942029,2.7612318840579713,Chelles
325,91228.0,48.55019117647059,2.4453676470588235,Évry-Courcouronnes
326,93005.0,49.03006896551724,2.4590919540229885,Aulnay-sous-Bois
327,78517.0,48.611916666666666,1.844527777777778,Rambouillet
328,78586.0,48.96263636363636,1.8325289256198347,Sartrouville
329,78646.0,48.805786407766995,1.8522038834951455,Versailles
330,95127.0,49.09475,2.0158416666666668,Cergy
331,79049.0,46.711349999999996,-0.38485,Bressuire
332,79191.0,46.281774647887325,-0.2804718309859155,Niort
333,79329.0,46.95942105263158,-0.026105263157894736,Thouars
334,86194.0,46.465717791411045,0.44506134969325156,Poitiers
335,80001.0,50.09453012048192,1.8309096385542167,Abbeville
336,2691.0,49.87970175438596,2.9610526315789474,Péronne
337,80021.0,49.89048571428571,2.383476923076923,Amiens
338,81065.0,43.59199130434782,2.2454869565217392,Castres
339,81004.0,43.936455056179774,2.073331460674157,Albi
340,31555.0,43.68383333333333,1.6694166666666668,Pompignan
341,82121.0,44.05088659793814,1.4788247422680412,Montauban
342,82033.0,44.06013,0.9878,Castelsarrasin
343,6029.0,43.60633333333333,6.735777777777778,Montauroux
344,83050.0,43.6145641025641,6.3860769230769225,Draguignan
345,13001.0,43.71876,5.5472,Pertuis
346,83061.0,43.4726,6.731400000000001,Fréjus
347,83137.0,43.178,6.010606060606061,Toulon
348,83023.0,43.43463414634146,6.061170731707318,Brignoles
349,4070.0,43.7535,6.487,Trigance
350,83115.0,43.25183333333334,6.552333333333333,Sainte-Maxime
351,4112.0,43.68175,5.8782499999999995,Vinon-sur-Verdon
352,13055.0,43.298,5.7305,Saint-Cyr-sur-Mer
353,84007.0,43.96638461538461,4.922846153846153,Avignon
354,84035.0,43.90048888888889,5.295888888888888,Cavaillon
355,84031.0,44.077379310344824,5.111034482758621,Carpentras
356,84138.0,44.253565217391305,5.083,Valréas
357,84019.0,44.27825,4.708,Bollène
358,84087.0,44.1685,4.8600625,Orange
359,85092.0,46.48886868686869,-0.9472222222222223,Fontenay-le-Comte
360,85191.0,46.69113333333333,-1.4638444444444445,La Roche-sur-Yon
361,85194.0,46.52316666666667,-1.6203333333333334,Les Sables-d'Olonne
362,85146.0,46.83525,-1.0656458333333334,Montaigu-Vendée
363,87154.0,45.99616176470588,0.9289558823529411,Saint-Junien
364,86066.0,46.822939999999996,0.5575800000000001,Châtellerault
365,16015.0,46.090999999999994,0.25949999999999995,Voulême
366,87085.0,45.80592372881356,1.3503474576271186,Limoges
367,23096.0,46.24557142857143,1.363357142857143,Saint-Sulpice-les-Feuilles
368,19272.0,45.626666666666665,1.6553333333333333,La Croisille-sur-Briance
369,88160.0,48.235804878048775,6.213384146341464,Épinal
370,88196.0,48.024,6.721489795918368,Gérardmer
371,89387.0,48.19540196078431,3.280411764705882,Sens
372,91223.0,48.442515625,2.137828125,Étampes
373,91377.0,48.65032258064517,2.217967741935484,Massy
