Mois,Meteo_Pression_station_moyenne,Meteo_Temperature_moyenne,Meteo_Precipitations_moyenne,Meteo_Rafales_moyenne,code_cluster,ID
1,101424.22641509434,8.807735849056627,2481.9,9.561635220125787,41,41_1
1,101424.22641509434,8.807735849056627,2481.9,9.561635220125787,43,43_1
1,101424.22641509434,8.807735849056627,2481.9,9.561635220125787,278,278_1
2,101336.8745716244,9.876079506511331,1879.3,8.650651130911584,36,36_2
2,101336.8745716244,9.876079506511331,1879.3,8.650651130911584,41,41_2
2,101336.8745716244,9.876079506511331,1879.3,8.650651130911584,43,43_2
2,101336.8745716244,9.876079506511331,1879.3,8.650651130911584,278,278_2
3,101104.45328031809,11.483101391650123,2427.7,9.475414181577204,36,36_3
3,101104.45328031809,11.483101391650123,2427.7,9.475414181577204,41,41_3
3,101104.45328031809,11.483101391650123,2427.7,9.475414181577204,43,43_3
3,101104.45328031809,11.483101391650123,2427.7,9.475414181577204,278,278_3
4,100971.95454545454,14.044696969696991,3665.2,7.988484848484848,36,36_4
4,100971.95454545454,14.044696969696991,3665.2,7.988484848484848,41,41_4
4,100971.95454545454,14.044696969696991,3665.2,7.988484848484848,43,43_4
4,100971.95454545454,14.044696969696991,3665.2,7.988484848484848,278,278_4
5,101060.79910380881,17.68603435399554,1707.3,8.892755787901418,36,36_5
5,101060.79910380881,17.68603435399554,1707.3,8.892755787901418,41,41_5
5,101060.79910380881,17.68603435399554,1707.3,8.892755787901418,43,43_5
5,101060.79910380881,17.68603435399554,1707.3,8.892755787901418,278,278_5
6,101036.3080495356,22.058823529411786,1221.3,7.630263157894737,36,36_6
6,101036.3080495356,22.058823529411786,1221.3,7.630263157894737,41,41_6
6,101036.3080495356,22.058823529411786,1221.3,7.630263157894737,43,43_6
6,101036.3080495356,22.058823529411786,1221.3,7.630263157894737,278,278_6
7,101107.31060606061,25.202727272727294,421.1,8.253030303030304,36,36_7
7,101107.31060606061,25.202727272727294,421.1,8.253030303030304,41,41_7
7,101107.31060606061,25.202727272727294,421.1,8.253030303030304,43,43_7
7,101107.31060606061,25.202727272727294,421.1,8.253030303030304,278,278_7
8,101168.82625482626,24.642471042471065,730.9,7.716061776061776,36,36_8
8,101168.82625482626,24.642471042471065,730.9,7.716061776061776,41,41_8
8,101168.82625482626,24.642471042471065,730.9,7.716061776061776,43,43_8
8,101168.82625482626,24.642471042471065,730.9,7.716061776061776,278,278_8
9,101266.5306122449,20.934891375905224,1888.5,7.607241606319947,36,36_9
9,101266.5306122449,20.934891375905224,1888.5,7.607241606319947,41,41_9
9,101266.5306122449,20.934891375905224,1888.5,7.607241606319947,43,43_9
9,101266.5306122449,20.934891375905224,1888.5,7.607241606319947,278,278_9
10,101191.44194756554,16.48789013732836,5275.8,7.416916354556804,36,36_10
10,101191.44194756554,16.48789013732836,5275.8,7.416916354556804,41,41_10
10,101191.44194756554,16.48789013732836,5275.8,7.416916354556804,43,43_10
10,101191.44194756554,16.48789013732836,5275.8,7.416916354556804,278,278_10
11,101172.77741300066,12.325541694024974,1860.6,8.122061720288903,36,36_11
11,101172.77741300066,12.325541694024974,1860.6,8.122061720288903,41,41_11
11,101172.77741300066,12.325541694024974,1860.6,8.122061720288903,43,43_11
11,101172.77741300066,12.325541694024974,1860.6,8.122061720288903,278,278_11
12,101634.70404984424,9.836137071651113,1278.8,7.4802492211838,36,36_12
12,101634.70404984424,9.836137071651113,1278.8,7.4802492211838,41,41_12
12,101634.70404984424,9.836137071651113,1278.8,7.4802492211838,43,43_12
12,101634.70404984424,9.836137071651113,1278.8,7.4802492211838,278,278_12
1,97194.73124002128,4.777115486961172,5817.3,4.879723257051623,34,34_1
1,97194.73124002128,4.777115486961172,5817.3,4.879723257051623,35,35_1
1,97194.73124002128,4.777115486961172,5817.3,4.879723257051623,276,276_1
2,97013.65088757397,6.3967455621302,5451.1,5.283372781065088,34,34_2
2,97013.65088757397,6.3967455621302,5451.1,5.283372781065088,35,35_2
2,97013.65088757397,6.3967455621302,5451.1,5.283372781065088,276,276_2
3,96890.23931623931,8.210313390313413,4185.9,5.422905982905983,34,34_3
3,96890.23931623931,8.210313390313413,4185.9,5.422905982905983,35,35_3
3,96890.23931623931,8.210313390313413,4185.9,5.422905982905983,276,276_3
4,96720.27686222809,11.366974291364558,4599.3,4.669479235332894,34,34_4
4,96720.27686222809,11.366974291364558,4599.3,4.669479235332894,35,35_4
4,96720.27686222809,11.366974291364558,4599.3,4.669479235332894,276,276_4
5,96885.59310801855,14.264744864148467,5968.1,4.710801855533466,34,34_5
5,96885.59310801855,14.264744864148467,5968.1,4.710801855533466,35,35_5
5,96885.59310801855,14.264744864148467,5968.1,4.710801855533466,276,276_5
6,96911.55913978495,18.198387096774216,3773.5,4.168010752688172,34,34_6
6,96911.55913978495,18.198387096774216,3773.5,4.168010752688172,35,35_6
6,96911.55913978495,18.198387096774216,3773.5,4.168010752688172,276,276_6
7,97028.20941759604,20.435439900867433,3520.5,4.367410161090459,34,34_7
7,97028.20941759604,20.435439900867433,3520.5,4.367410161090459,35,35_7
7,97028.20941759604,20.435439900867433,3520.5,4.367410161090459,276,276_7
8,97033.79682539683,20.1017777777778,3117.8,4.171492063492064,34,34_8
8,97033.79682539683,20.1017777777778,3117.8,4.171492063492064,35,35_8
8,97033.79682539683,20.1017777777778,3117.8,4.171492063492064,276,276_8
9,97109.26349206349,16.633968253968277,3896.9,4.081968253968254,34,34_9
9,97109.26349206349,16.633968253968277,3896.9,4.081968253968254,35,35_9
9,97109.26349206349,16.633968253968277,3896.9,4.081968253968254,276,276_9
10,96922.72959183673,12.74387755102043,4098.7,4.164349489795918,34,34_10
10,96922.72959183673,12.74387755102043,4098.7,4.164349489795918,35,35_10
10,96922.72959183673,12.74387755102043,4098.7,4.164349489795918,276,276_10
11,96886.75937904269,8.188809831824086,5002.6,4.245213454075032,34,34_11
11,96886.75937904269,8.188809831824086,5002.6,4.245213454075032,35,35_11
11,96886.75937904269,8.188809831824086,5002.6,4.245213454075032,276,276_11
12,97342.54826254827,6.107611693326001,5277.6,4.586265857694429,34,34_12
12,97342.54826254827,6.107611693326001,5277.6,4.586265857694429,35,35_12
12,97342.54826254827,6.107611693326001,5277.6,4.586265857694429,276,276_12
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,344,344_1
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,347,347_1
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,348,348_1
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,350,350_1
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,351,351_1
1,100206.08382449247,9.474328749181424,2435.7,10.629927963326784,352,352_1
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,344,344_2
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,347,347_2
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,348,348_2
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,350,350_2
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,351,351_2
2,99913.26666666666,9.080750000000023,2323.4,9.886416666666667,352,352_2
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,344,344_3
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,347,347_3
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,348,348_3
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,350,350_3
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,351,351_3
3,99842.69001490313,11.436065573770515,2349.5,11.13897168405365,352,352_3
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,344,344_4
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,347,347_4
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,348,348_4
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,350,350_4
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,351,351_4
4,99868.58547655068,13.90370650529503,1982.9,10.194251134644478,352,352_4
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,344,344_5
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,347,347_5
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,348,348_5
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,350,350_5
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,351,351_5
5,99827.27901614143,17.013604919292874,1169.5,9.335818601076095,352,352_5
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,344,344_6
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,347,347_6
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,348,348_6
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,350,350_6
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,351,351_6
6,99934.0658436214,21.76436213991772,931.3,8.11440329218107,352,352_6
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,344,344_7
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,347,347_7
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,348,348_7
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,350,350_7
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,351,351_7
7,99883.23767476085,24.585798381162647,349.0,8.789403973509934,352,352_7
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,344,344_8
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,347,347_8
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,348,348_8
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,350,350_8
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,351,351_8
8,100016.28332063976,24.22757044935265,313.59999999999997,7.94082254379284,352,352_8
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,344,344_9
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,347,347_9
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,348,348_9
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,350,350_9
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,351,351_9
9,100054.6110210697,20.78589951377636,821.3000000000001,9.215964343598054,352,352_9
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,344,344_10
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,347,347_10
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,348,348_10
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,350,350_10
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,351,351_10
10,100061.30885122411,17.1322975517891,3123.4,9.448210922787194,352,352_10
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,344,344_11
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,347,347_11
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,348,348_11
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,350,350_11
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,351,351_11
11,99865.013239188,12.675463371579898,3431.6,10.236010591350396,352,352_11
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,344,344_12
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,347,347_12
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,348,348_12
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,350,350_12
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,351,351_12
12,100549.82692307692,10.912179487179507,3089.1,9.728076923076923,352,352_12
1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625,134,134_1
1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625,136,136_1
1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625,270,270_1
1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625,275,275_1
1,97786.08953613808,5.269309600863022,6630.8,5.7481121898597625,277,277_1
2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353,134,134_2
2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353,136,136_2
2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353,270,270_2
2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353,275,275_2
2,97582.1705882353,6.69052941176473,6271.6,5.901764705882353,277,277_2
3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908,134,134_3
3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908,136,136_3
3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908,270,270_3
3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908,275,275_3
3,97496.10604332954,8.413568985176761,4766.5,6.185803876852908,277,277_3
4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154,134,134_4
4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154,136,136_4
4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154,270,270_4
4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154,275,275_4
4,97294.54487179487,11.577628205128228,5152.6,5.356346153846154,277,277_4
5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417,134,134_5
5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417,136,136_5
5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417,270,270_5
5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417,275,275_5
5,97484.65562913907,14.700728476821215,3904.8,5.716754966887417,277,277_5
6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586,134,134_6
6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586,136,136_6
6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586,270,270_6
6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586,275,275_6
6,97494.78863936591,18.205284015852072,4383.7,5.281836195508586,277,277_6
7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123,134,134_7
7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123,136,136_7
7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123,270,270_7
7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123,275,275_7
7,97603.50346565848,20.358790170132348,3884.4,5.118147448015123,277,277_7
8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844,134,134_8
8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844,136,136_8
8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844,270,270_8
8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844,275,275_8
8,97602.82375236892,20.171067593177533,3067.0,4.84074542008844,277,277_8
9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938,134,134_9
9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938,136,136_9
9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938,270,270_9
9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938,275,275_9
9,97677.34364925855,17.21328175370731,3565.9,5.025338491295938,277,277_9
10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686,134,134_10
10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686,136,136_10
10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686,270,270_10
10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686,275,275_10
10,97500.38681039949,13.183322764743206,3720.5,4.712301838934686,277,277_10
11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822,134,134_11
11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822,136,136_11
11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822,270,270_11
11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822,275,275_11
11,97456.57561625582,8.771952031978705,5228.7,5.036975349766822,277,277_11
12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176,134,134_12
12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176,136,136_12
12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176,270,270_12
12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176,275,275_12
12,97924.64623955432,6.719721448467989,6249.4,5.5518105849582176,277,277_12
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,17,17_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,20,20_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,48,48_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,49,49_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,50,50_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,51,51_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,345,345_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,353,353_1
1,101421.90387016229,7.504494382022495,1952.3,8.15605493133583,354,354_1
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,17,17_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,20,20_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,48,48_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,49,49_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,50,50_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,51,51_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,345,345_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,353,353_2
2,101389.91126279863,8.90709897610924,1300.6,7.658771331058021,354,354_2
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,17,17_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,20,20_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,48,48_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,49,49_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,50,50_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,51,51_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,345,345_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,353,353_3
3,101133.62158647594,10.944798439531882,1628.3,8.197464239271781,354,354_3
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,17,17_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,20,20_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,48,48_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,49,49_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,50,50_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,51,51_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,345,345_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,353,353_4
4,101069.72117558403,14.39073097211758,1973.6,7.824189902034665,354,354_4
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,17,17_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,20,20_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,48,48_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,49,49_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,50,50_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,51,51_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,345,345_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,353,353_5
5,101067.7684691546,18.02718964204115,1606.7,7.966260472201067,354,354_5
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,17,17_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,20,20_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,48,48_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,49,49_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,50,50_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,51,51_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,345,345_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,353,353_6
6,101065.25796661609,22.8677541729894,902.2,7.598330804248862,354,354_6
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,17,17_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,20,20_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,48,48_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,49,49_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,50,50_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,51,51_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,345,345_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,353,353_7
7,101091.06803218726,25.738112655449918,372.5,7.680102414045355,354,354_7
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,17,17_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,20,20_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,48,48_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,49,49_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,50,50_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,51,51_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,345,345_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,353,353_8
8,101187.00220426157,24.96473181484205,836.0,7.378177810433505,354,354_8
9,101299.34712346477,20.76024563671625,1887.5,7.354621848739496,17,17_9
