GEO,TOUR_MEASURE,FREQ,TIME_PERIOD,ACTIVITY,UNIT_LOC_RANKING,L_STAY,OBS_VALUE_NIVEAU
2025-COM-08105,PLACE,A,2025,I553,_T,_T,121.0
2025-COM-08104,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08078,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08096,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08087,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08082,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08001,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08011,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08080,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08156,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08154,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08052,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08098,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08137,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08016,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08164,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08123,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08131,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08003,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08084,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08121,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08106,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08124,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08005,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08045,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08148,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08153,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08047,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08016,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08022,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08001,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08064,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08085,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08145,PLACE,A,2025,I553,_T,_T,65.0
2025-COM-08094,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08146,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08151,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08028,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08161,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08110,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08032,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08139,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08019,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08156,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08158,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08062,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08166,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08117,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08065,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08141,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08075,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08090,PLACE,A,2025,I551,_T,_T,8.0
2025-COM-08036,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08111,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08119,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08160,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08064,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08043,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08160,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08026,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08084,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08081,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08017,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08119,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08163,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08029,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08174,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08008,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08171,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08210,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08169,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08291,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08391,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08362,PLACE,A,2025,I551,_T,_T,20.0
2025-COM-08311,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08421,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08212,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08341,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08411,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08252,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08324,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08277,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08399,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08380,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08379,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08408,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08176,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08187,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08268,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08237,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08362,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08317,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08411,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08444,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08389,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08211,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08209,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08334,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08367,PLACE,A,2025,I551,_T,_T,17.0
2025-COM-08278,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08392,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08234,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08232,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08427,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08431,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08180,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08450,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08346,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08223,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08171,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08333,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08386,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08389,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08255,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08310,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08373,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08374,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08264,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08271,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08238,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08467,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08377,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08416,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08364,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08310,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08467,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08324,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08279,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08205,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08418,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08393,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08356,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08322,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08316,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08397,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08334,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08370,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08455,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08225,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08327,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08363,PLACE,A,2025,I551,_T,_T,10.0
2025-COM-08284,PLACE,A,2025,I553,_T,_T,284.0
2025-COM-08286,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08395,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08342,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08412,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08374,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08217,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08484,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08242,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08436,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08453,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08387,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08492,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08494,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08464,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08314,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08322,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08315,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08480,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08276,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08406,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08355,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08385,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08211,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08210,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08377,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08272,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08188,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08185,PLACE,A,2025,I553,_T,_T,58.0
2025-COM-08331,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08251,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08178,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08184,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08418,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08287,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08320,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08390,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08387,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08463,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08167,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08479,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08405,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08180,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08176,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08175,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08287,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08373,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08225,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08490,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08487,PLACE,A,2025,I551,_T,_T,10.0
2025-COM-08400,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08413,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08192,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08452,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08384,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08327,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08249,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08339,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08470,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08223,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08367,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08416,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08194,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08485,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08172,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08401,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08461,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08463,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08457,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08195,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08293,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08278,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08330,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08309,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08214,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08230,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08297,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08187,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08450,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08196,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08200,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08323,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08347,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08346,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08481,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08173,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08289,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08435,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08243,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08257,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08297,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08226,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08252,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08250,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08308,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08331,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08338,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08458,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08186,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08385,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08197,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08358,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08348,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08263,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08275,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08312,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08307,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08342,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08338,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08482,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08392,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08462,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08353,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08191,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08453,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08262,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08469,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08477,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08273,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08434,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08309,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08388,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08472,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08296,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08365,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08193,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08195,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08451,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08280,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08317,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08321,PLACE,A,2025,I553,_T,_T,24.0
2025-COM-08243,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08182,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08284,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08247,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08254,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08409,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08215,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08216,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08488,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08209,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08178,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08185,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08262,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08466,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08405,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08288,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08451,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08448,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08302,PLACE,A,2025,I553,_T,_T,63.0
2025-COM-08351,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08344,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08204,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08335,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08251,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08264,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08165,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08230,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08430,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08190,PLACE,A,2025,I551,_T,_T,115.0
2025-COM-08460,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08296,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08348,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08485,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08420,PLACE,A,2025,I551,_T,_T,18.0
2025-COM-08255,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08344,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08339,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08280,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08259,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08165,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08170,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08298,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08490,PLACE,A,2025,I551,_T,_T,34.0
2025-COM-08438,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08417,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08460,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08394,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08402,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08424,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08215,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08219,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08363,PLACE,A,2025,I553,_T,_T,98.0
2025-COM-08204,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08206,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08212,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08308,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08179,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08484,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08478,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08350,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08488,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08465,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08228,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08452,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08375,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08459,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08173,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08343,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08472,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08360,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08354,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08318,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08207,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08288,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08274,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08237,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08410,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08491,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08388,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08303,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08305,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08220,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08256,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08353,PLACE,A,2025,I553,_T,_T,50.0
2025-COM-08354,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08328,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08480,PLACE,A,2025,I551,_T,_T,68.0
2025-COM-08466,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08457,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08393,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08313,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08198,PLACE,A,2025,I553,_T,_T,69.0
2025-COM-08170,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08184,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08236,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08242,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08283,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08295,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08471,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08398,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08446,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08358,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08473,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08478,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08191,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08246,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08246,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08349,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08404,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08410,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08376,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08229,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08273,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08301,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08328,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08401,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08470,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08208,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08201,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08462,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08456,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08428,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08445,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08244,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08245,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08489,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08494,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08435,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08415,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08233,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08409,PLACE,A,2025,I551,_T,_T,180.0
2025-COM-08361,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08476,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08257,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08432,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08188,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08192,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08295,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08233,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08402,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08408,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08407,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08486,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08483,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08183,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08325,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08244,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08238,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08240,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08291,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08283,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08313,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08190,PLACE,A,2025,I553,_T,_T,103.0
2025-COM-08461,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08205,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08250,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08349,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08440,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08198,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08454,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08263,PLACE,A,2025,I551,_T,_T,0.0
2025-COM-08260,PLACE,A,2025,I553,_T,_T,0.0
2025-COM-08304,PLACE,A,2025,I551,_T,_T,0.0
