GEO,TOUR_MEASURE,HOTEL_STA,FREQ,TIME_PERIOD,TERRTYPO,ACTIVITY,TOUR_RESID,UNIT_LOC_RANKING,OBS_STATUS,DECIMALS,UNIT_MULT,OBS_STATUS_FR,CONF_STATUS,OBS_VALUE_NIVEAU
2023-DEP-71,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,80.800500123
2023-DEP-56,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,78.221418689
2023-DEP-01,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,74.727985018
2023-DEP-80,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,876.947439896
2023-DEP-73,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,437.003202792
2023-DEP-76,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,140.789326955
2023-DEP-55,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,9.126410416
2023-DEP-13,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,6600.117458154
2023-DEP-79,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,414.17575843
2023-DEP-14,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,3448.447469097
2023-DEP-24,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,907.983495037
2023-DEP-32,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,187.446909432
2023-DEP-10,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,762.070586506
2023-DEP-35,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2898.496572414
2023-DEP-971,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,124.609970287
2023-DEP-972,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,118.166852581
2023-DEP-974,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,141.661019862
2023-DEP-02,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,30.663276775
2023-DEP-06,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,458.344189102
2023-DEP-07,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,15.602911069
2023-DEP-08,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,13.864692753
2023-DEP-10,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,44.815786254
2023-DEP-11,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,73.621785703
2023-DEP-12,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.191298594
2023-DEP-13,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,369.353081985
2023-DEP-14,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,162.877329608
2023-DEP-15,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,15.244550279
2023-DEP-16,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,26.616947069
2023-DEP-17,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,100.8206148
2023-DEP-18,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,42.67921966
2023-DEP-2B,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,19.155560048
2023-DEP-22,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,57.693241275
2023-DEP-27,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,32.550748831
2023-DEP-28,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,45.755414946
2023-DEP-29,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,84.463590794
2023-DEP-32,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,9.682939648
2023-DEP-34,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,174.520367676
2023-DEP-35,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,168.112237851
2023-DEP-37,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,104.923556237
2023-DEP-39,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,27.030672897
2023-DEP-40,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,37.981854839
2023-DEP-42,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,45.84918179
2023-DEP-44,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,180.63746312
2023-DEP-47,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,25.928800567
2023-DEP-48,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,8.430797135
2023-DEP-51,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,127.800988718
2023-DEP-52,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,16.49022494
2023-DEP-54,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,81.259930922
2023-DEP-57,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,141.421326662
2023-DEP-59,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,300.944733055
2023-DEP-61,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,17.183988843
2023-DEP-63,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,112.741239435
2023-DEP-66,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,113.579290849
2023-DEP-67,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,545.471573982
2023-DEP-74,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,424.133541762
2023-DEP-75,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,3451.788331848
2023-DEP-78,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,152.094278832
2023-DEP-79,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,23.814051549
2023-DEP-81,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.685010049
2023-DEP-83,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,127.484088015
2023-DEP-84,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,95.865052283
2023-DEP-85,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,56.55350719
2023-DEP-88,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,63.02150518
2023-DEP-90,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.918825504
2023-DEP-36,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,380.786971874
2023-DEP-19,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,485.827111694
2023-DEP-72,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,829.53512573
2023-DEP-04,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,769.652383996
2023-DEP-45,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1306.948838415
2023-DEP-41,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1008.245424462
2023-DEP-48,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,416.213440294
2023-DEP-61,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,300.353287482
2023-DEP-76,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2469.20648185
2023-DEP-18,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,139.873
2023-DEP-34,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,10213.39
2023-DEP-21,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,447.414
2023-DEP-35,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1383.233
2023-DEP-95,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,37.819
2023-DEP-75,NUI,_T,A,2024,_T,I553,_T,_T,O,0,3,D,F,37.819
2023-DEP-47,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,362.618
2023-DEP-86,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,400.707
2023-DEP-30,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,3570.614
2023-DEP-39,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1176.701
2023-DEP-02,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,420.281
2023-DEP-67,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,617.388
2023-DEP-49,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,917.198
2023-DEP-54,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,129.739
2023-DEP-13,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1863.824
2023-DEP-90,NUI,_T,A,2024,_T,I553,_T,_T,O,0,3,D,F,1863.824
2023-DEP-07,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,4577.922
2023-DEP-38,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1166.623
2023-DEP-36,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,171.821
2023-DEP-06,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,836.082
2023-DEP-94,NUI,_T,A,2024,_T,I553,_T,_T,O,0,3,D,F,836.082
2023-DEP-50,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1652.793
2023-DEP-71,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,630.323
2023-DEP-79,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,197.125
2023-DEP-03,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,365.389
2023-DEP-24,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,3657.117
2023-DEP-84,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1920.192
2023-DEP-55,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,101.213
2023-DEP-08,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,207.58
2023-DEP-04,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2179.344
2023-DEP-2B,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2198.645
2023-DEP-83,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,9294.394
2023-DEP-82,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,195.616
2023-DEP-37,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,707.439
2023-DEP-23,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,179.684
2023-DEP-87,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,230.18
2023-DEP-80,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1548.149
2023-DEP-77,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1098.212
2023-DEP-42,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,169.189
2023-DEP-65,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,950.602
2023-DEP-85,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,9435.547
2023-DEP-74,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1922.462
2023-DEP-40,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,7358.818
2023-DEP-17,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,8102.229
2023-DEP-72,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,361.774
2023-DEP-27,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,238.285
2023-DEP-46,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1055.336
2023-DEP-92,NUI,_T,A,2024,_T,I553,_T,_T,O,0,3,D,F,1055.336
2023-DEP-88,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,835.103
2023-DEP-61,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,125.673
2023-DEP-2A,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2125.216
2023-DEP-51,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,155.14
2023-DEP-64,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2337.149
2023-DEP-28,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,88.247
2023-DEP-43,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,313.509
2023-DEP-09,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,559.208
2023-DEP-11,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1774.628
2023-DEP-66,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,7625.126
2023-DEP-32,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,412.525
2023-DEP-10,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,236.503
2023-DEP-73,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,945.77
2023-DEP-78,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,266.633
2023-DEP-19,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,593.076
2023-DEP-57,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,406.363
2023-DEP-45,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,278.747
2023-DEP-63,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1242.876
2023-DEP-48,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,618.821
2023-DEP-33,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,5404.847
2023-DEP-89,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,208.154
2023-DEP-29,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,4936.633
2023-DEP-93,NUI,_T,A,2024,_T,I553,_T,_T,O,0,3,D,F,4936.633
2023-DEP-16,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,165.672
2023-DEP-05,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1369.24
2023-DEP-15,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,437.689
2023-DEP-41,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1175.232
2023-DEP-22,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2434.169
2023-DEP-62,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,930.907
2023-DEP-58,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,299.078
2023-DEP-68,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,844.064
2023-DEP-14,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2581.18
2023-DEP-59,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,449.91
2023-DEP-56,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,4827.917
2023-DEP-69,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,313.593
2023-DEP-81,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,349.151
2023-DEP-60,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,154.821
2023-DEP-26,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1773.756
2023-DEP-01,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,685.653
2023-DEP-53,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,112.955
2023-DEP-91,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,98.501
2023-DEP-76,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,764.921
2023-DEP-12,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,1200.058
2023-DEP-25,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,428.096
2023-DEP-31,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,297.922
2023-DEP-52,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,268.158
2023-DEP-44,NUI,_T,A,2024,_T,I553,_T,_T,A,0,3,D,F,2811.614
2023-DEP-81,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,21.86
2023-DEP-62,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,201.62
2023-DEP-81,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,43.27
2023-DEP-81,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,41.83
2023-DEP-62,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,250.12
2023-DEP-62,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,263.69
2023-DEP-62,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,191.77
2023-DEP-62,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,162.38
2023-DEP-62,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,235.76
2023-DEP-62,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,134.58
2023-DEP-81,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,35.46
2023-DEP-81,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,43.92
2023-DEP-81,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,25.33
2023-DEP-81,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,33.35
2023-DEP-65,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,93.4
2023-DEP-65,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,61.36
2023-DEP-94,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,198.94
2023-DEP-65,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,90.28
2023-DEP-94,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,244.74
2023-DEP-94,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,242.49
2023-DEP-65,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,325.87
2023-DEP-94,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,218.2
2023-DEP-05,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,42.49
2023-DEP-05,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,123.35
2023-DEP-65,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,274.34
2023-DEP-94,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,185.37
2023-DEP-94,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,238.26
2023-DEP-05,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,107.83
2023-DEP-65,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,252.35
2023-DEP-05,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,41.83
2023-DEP-05,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,110.1
2023-DEP-05,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,103.23
2023-DEP-94,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,239.5
2023-DEP-65,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,343.78
2023-DEP-12,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,28.16
2023-DEP-05,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,69.16
2023-DEP-12,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,35.88
2023-DEP-12,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,76.34
2023-DEP-12,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,72.39
2023-DEP-12,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,46.19
2023-DEP-12,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,81.57
2023-DEP-12,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,22.82
2023-DEP-83,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,474.45
2023-DEP-83,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,103.95
2023-DEP-83,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,571.1
2023-DEP-83,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,173.72
2023-DEP-83,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,408.63
2023-DEP-83,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,133.37
2023-DEP-83,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,253.05
2023-DEP-69,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,585.67
2023-DEP-69,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,537.81
2023-DEP-69,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,407.14
2023-DEP-69,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,605.97
2023-DEP-69,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,547.41
2023-DEP-69,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,466.7
2023-DEP-69,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,422.78
2023-DEP-68,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,182.98
2023-DEP-70,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,8.27
2023-DEP-70,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,12.26
2023-DEP-70,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,12.33
2023-DEP-68,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,284.22
2023-DEP-71,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,137.88
2023-DEP-68,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,281.07
2023-DEP-70,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,9.36
2023-DEP-71,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,82.59
2023-DEP-71,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,166.32
2023-DEP-68,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,122.53
2023-DEP-71,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,99.0
2023-DEP-70,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,8.8
2023-DEP-70,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,13.44
2023-DEP-71,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,99.24
2023-DEP-71,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,129.72
2023-DEP-68,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,215.21
2023-DEP-68,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,313.93
2023-DEP-70,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,10.58
2023-DEP-68,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,140.1
2023-DEP-71,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,71.92
2023-DEP-77,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,823.55
2023-DEP-78,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,130.2
2023-DEP-80,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,45.92
2023-DEP-77,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,795.21
2023-DEP-78,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,183.21
2023-DEP-80,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,95.73
2023-DEP-77,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,685.82
2023-DEP-77,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,857.54
2023-DEP-78,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,171.96
2023-DEP-78,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,184.98
2023-DEP-80,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,70.76
2023-DEP-78,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,163.68
2023-DEP-78,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,194.69
2023-DEP-78,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,130.58
2023-DEP-77,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,791.39
2023-DEP-77,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,762.56
2023-DEP-89,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,53.75
2023-DEP-84,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,85.37
2023-DEP-92,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,463.47
2023-DEP-80,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,61.44
2023-DEP-89,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,77.94
2023-DEP-92,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,444.47
2023-DEP-89,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,69.01
2023-DEP-80,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,89.45
2023-DEP-80,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,43.24
2023-DEP-89,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,38.96
2023-DEP-84,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,134.95
2023-DEP-77,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,689.47
2023-DEP-80,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,92.83
2023-DEP-92,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,467.47
2023-DEP-92,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,349.97
2023-DEP-92,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,486.84
2023-DEP-92,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,365.85
2023-DEP-17,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,129.52
2023-DEP-92,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,520.23
2023-DEP-58,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,16.81
2023-DEP-84,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,264.36
2023-DEP-84,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,89.59
