GEO,TOUR_MEASURE,HOTEL_STA,FREQ,TIME_PERIOD,TERRTYPO,ACTIVITY,TOUR_RESID,UNIT_LOC_RANKING,OBS_STATUS,DECIMALS,UNIT_MULT,OBS_STATUS_FR,CONF_STATUS,OBS_VALUE_NIVEAU
2023-DEP-54,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,85.861516305
2023-DEP-02,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,40.247206113
2023-DEP-38,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,147.859667379
2023-DEP-59,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,327.695625876
2023-DEP-06,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,809.575189537
2023-DEP-56,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,120.25292725
2023-DEP-21,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,217.818965991
2023-DEP-12,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,54.321067226
2023-DEP-16,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,39.249468219
2023-DEP-73,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,112.730446059
2023-DEP-55,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,15.082062387
2023-DEP-45,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,107.284879262
2023-DEP-09,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,15.498526369
2023-DEP-58,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,30.475577028
2023-DEP-43,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,27.077756925
2023-DEP-26,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,104.416627822
2023-DEP-40,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,87.057078197
2023-DEP-2A,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,155.495895093
2023-DEP-64,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,234.013914741
2023-DEP-10,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,62.894506247
2023-DEP-69,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,542.264421997
2023-DEP-62,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,205.104695916
2023-DEP-973,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,40.702620558
2023-DEP-23,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,11.813733743
2023-DEP-22,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,95.173785376
2023-DEP-68,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,273.650389188
2023-DEP-15,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,32.383050632
2023-DEP-39,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,37.746085248
2023-DEP-66,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,120.899950628
2023-DEP-34,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,255.801106681
2023-DEP-13,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,578.130790431
2023-DEP-29,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,133.782767359
2023-DEP-971,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,71.268276986
2023-DEP-43,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,309.711249881
2023-DEP-91,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1985.784701124
2023-DEP-11,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,95.555937963
2023-DEP-17,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,179.01487278
2023-DEP-974,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,158.752341852
2023-DEP-976,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,16.521575448
2023-DEP-89,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,681.117436266
2023-DEP-03,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,60.481825502
2023-DEP-04,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,48.308579964
2023-DEP-05,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,34.922663847
2023-DEP-08,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,20.635404253
2023-DEP-19,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,41.428491845
2023-DEP-2B,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,105.16506923
2023-DEP-24,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,78.355981212
2023-DEP-25,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,84.501452593
2023-DEP-28,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,62.427428916
2023-DEP-33,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,411.739427072
2023-DEP-35,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,252.9658399
2023-DEP-36,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,32.53392165
2023-DEP-44,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,245.565639843
2023-DEP-46,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,38.6816442
2023-DEP-48,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,31.393227717
2023-DEP-51,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,154.888170008
2023-DEP-52,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,25.372592362
2023-DEP-57,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,153.177011693
2023-DEP-65,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,297.659225413
2023-DEP-74,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,288.061952229
2023-DEP-76,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,204.058013808
2023-DEP-77,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,836.446725988
2023-DEP-78,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,189.437769618
2023-DEP-79,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,33.524617554
2023-DEP-80,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,70.544859974
2023-DEP-81,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,36.409281919
2023-DEP-82,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,33.556912063
2023-DEP-83,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,278.40173795
2023-DEP-84,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,186.937717548
2023-DEP-85,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,133.077107078
2023-DEP-86,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,164.619956316
2023-DEP-87,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,54.201211064
2023-DEP-88,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,59.689725067
2023-DEP-89,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,59.518343315
2023-DEP-90,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,23.951510067
2023-DEP-91,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,179.55966287
2023-DEP-63,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1871.26844097
2023-DEP-92,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,533.108476875
2023-DEP-93,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,403.495162488
2023-DEP-94,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,260.867787698
2023-DEP-95,NUI,_T,M,2024-10,_T,I551,_T,_T,A,2,3,D,F,334.311607961
2023-DEP-66,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1628.531907291
2023-DEP-75,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,38552.782918478
2023-DEP-94,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2714.935953612
2023-DEP-25,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,952.788434239
2023-DEP-08,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,17.80691188
2023-DEP-74,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,228.787381744
2023-DEP-75,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,3189.526530067
2023-DEP-03,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,42.262087629
2023-DEP-58,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,22.766345197
2023-DEP-971,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,103.29465626
2023-DEP-67,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,352.483861006
2023-DEP-976,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,14.526350738
2023-DEP-10,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,48.39210586
2023-DEP-42,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,657.147568009
2023-DEP-77,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,728.126253315
2023-DEP-69,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,6220.445658999
2023-DEP-62,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,181.498218208
2023-DEP-51,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1724.15142111
2023-DEP-07,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,26.896828765
2023-DEP-2B,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,23.602478039
2023-DEP-72,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,59.88653788
2023-DEP-24,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,46.337081532
2023-DEP-95,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,270.185408431
2023-DEP-09,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,210.397158314
2023-DEP-14,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,207.462745657
2023-DEP-30,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,69.675212199
2023-DEP-05,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,27.100826894
2023-DEP-63,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,111.898133782
2023-DEP-53,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,22.988098303
2023-DEP-88,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,44.759133568
2023-DEP-71,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1356.558925727
2023-DEP-36,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,25.831189394
2023-DEP-37,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1843.586294665
2023-DEP-70,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,8.814601003
2023-DEP-35,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,197.684721837
2023-DEP-42,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,56.074406786
2023-DEP-89,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,45.357406978
2023-DEP-95,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,3648.011899606
2023-DEP-2A,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,30.844234717
2023-DEP-87,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,43.986814929
2023-DEP-16,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,33.359064614
2023-DEP-33,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,4679.474924442
2023-DEP-23,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,8.537850631
2023-DEP-19,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,32.641648726
2023-DEP-971,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1280.654681819
2023-DEP-51,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,126.416940744
2023-DEP-61,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,22.24996954
2023-DEP-82,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,28.334522184
2023-DEP-28,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,52.769570472
2023-DEP-46,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,18.669488958
2023-DEP-49,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,96.935736689
2023-DEP-84,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,114.986218155
2023-DEP-22,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1208.143148386
2023-DEP-81,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,26.08666545
2023-DEP-92,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,453.020521997
2023-DEP-71,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,82.722025555
2023-DEP-02,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,467.163943288
2023-DEP-13,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,413.639116481
2023-DEP-59,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,317.389267285
2023-DEP-07,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,596.020964124
2023-DEP-68,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,218.382339178
2023-DEP-79,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,27.590347765
2023-DEP-28,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,711.248282221
2023-DEP-54,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,75.378742376
2023-DEP-06,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,463.246466277
2023-DEP-70,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,125.854978908
2023-DEP-57,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1722.922321459
2023-DEP-93,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,330.208627942
2023-DEP-90,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,18.781364877
2023-DEP-66,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,88.565209364
2023-DEP-85,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,85.459944823
2023-DEP-45,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,87.218397062
2023-DEP-60,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,98.366455992
2023-DEP-50,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,66.185021384
2023-DEP-92,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,5481.306740165
2023-DEP-973,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,415.009026136
2023-DEP-47,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,443.799231465
2023-DEP-86,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1780.973382716
2023-DEP-93,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,4152.097341225
2023-DEP-34,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,3266.17963671
2023-DEP-01,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1072.422160781
2023-DEP-81,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,426.362254549
2023-DEP-50,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1155.007080658
2023-DEP-2B,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1417.976805459
2023-DEP-74,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,5243.069224695
2023-DEP-972,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,97.60608661
2023-DEP-973,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,36.683485925
2023-DEP-974,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,152.309483667
2023-DEP-82,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,353.124726443
2023-DEP-01,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,71.560431183
2023-DEP-02,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,33.338294812
2023-DEP-04,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,28.85277057
2023-DEP-09,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,11.538694245
2023-DEP-976,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,166.87504833
2023-DEP-11,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,62.349521332
2023-DEP-12,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,31.303486233
2023-DEP-15,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,18.349142842
2023-DEP-17,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,128.304597473
2023-DEP-18,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,39.095957608
2023-DEP-44,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2910.885739233
2023-DEP-21,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,165.368544721
2023-DEP-22,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,68.307031716
2023-DEP-25,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,68.493103025
2023-DEP-26,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,69.381180505
2023-DEP-27,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,39.614935247
2023-DEP-29,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,106.505194812
2023-DEP-31,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,226.913459176
2023-DEP-32,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,11.998020441
2023-DEP-33,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,309.24129447
2023-DEP-34,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,203.640491669
2023-DEP-37,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,108.030959564
2023-DEP-38,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,129.043040989
2023-DEP-39,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,29.271083639
2023-DEP-40,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,70.670502031
2023-DEP-41,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,54.830727961
2023-DEP-43,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,19.287208701
2023-DEP-44,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,208.761825079
2023-DEP-47,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,33.854100775
2023-DEP-48,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,11.371381113
2023-DEP-52,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,19.350562801
2023-DEP-972,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1209.984372373
2023-DEP-55,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,11.92682634
2023-DEP-56,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,97.475222452
2023-DEP-57,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,128.35580573
2023-DEP-64,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,161.455357603
2023-DEP-65,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,62.394509127
2023-DEP-69,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,515.997695769
2023-DEP-73,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,108.78569355
2023-DEP-76,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,171.225744403
2023-DEP-78,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,158.889965543
2023-DEP-80,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,58.379398266
2023-DEP-83,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,157.585560325
2023-DEP-86,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,107.647511369
2023-DEP-91,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,154.959962758
2023-DEP-94,NUI,_T,M,2024-11,_T,I551,_T,_T,A,2,3,D,F,215.179543126
2023-DEP-15,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,428.827871914
2023-DEP-03,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,716.611644656
2023-DEP-38,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2299.82822641
2023-DEP-976,NUI,_T,M,2024-12,_T,I551,_T,_T,O,2,3,D,F,2299.82822641
2023-DEP-56,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1659.249878006
2023-DEP-46,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,12.833024179
2023-DEP-86,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,117.271080218
2023-DEP-973,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,36.37807374
2023-DEP-92,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,464.367788935
2023-DEP-23,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,6.474701393
2023-DEP-40,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,1050.347429668
2023-DEP-62,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,170.743127361
2023-DEP-19,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,25.692246767
2023-DEP-45,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,80.180971858
2023-DEP-94,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,226.240613872
2023-DEP-06,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,9779.820119154
2023-DEP-36,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.661709842
2023-DEP-68,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,366.356812107
2023-DEP-50,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,49.791369592
2023-DEP-72,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,47.366142018
2023-DEP-58,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,20.100279649
2023-DEP-09,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,12.215309856
2023-DEP-93,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,335.297704607
2023-DEP-03,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,40.040672367
2023-DEP-80,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,54.316488151
2023-DEP-30,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,62.567718377
2023-DEP-49,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,76.491172785
2023-DEP-27,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,541.192281754
2023-DEP-65,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,68.64845199
2023-DEP-2A,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.263826115
2023-DEP-91,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,148.11464891
2023-DEP-95,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,266.904686779
2023-DEP-69,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,487.989951058
2023-DEP-82,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,24.705869633
2023-DEP-21,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,152.447969905
2023-DEP-43,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,11.913330611
2023-DEP-41,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,45.984012179
2023-DEP-53,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,19.232463955
2023-DEP-78,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,2025.756603634
2023-DEP-24,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,35.37450857
2023-DEP-38,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,195.114397586
2023-DEP-87,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,38.711476775
2023-DEP-26,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,69.778031002
2023-DEP-04,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,33.788507891
2023-DEP-64,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,136.776076087
2023-DEP-31,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,212.185397366
2023-DEP-89,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,39.022807471
2023-DEP-68,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,3035.948113849
2023-DEP-05,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,72.303255155
2023-DEP-77,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,788.153711129
2023-DEP-70,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,7.688256087
2023-DEP-87,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,614.809322837
2023-DEP-33,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,279.759892315
2023-DEP-25,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,66.398302742
2023-DEP-60,NUI,_T,M,2024-12,_T,I551,_T,_T,A,2,3,D,F,97.049090913
2023-DEP-55,NUI,_T,A,2024,_T,I551,_T,_T,A,0,3,D,F,178.311860136
